track_name; album_name; release_date; album_uri; artists; artist_uri; duration_ms; popularity; track_number; track_uri; danceability; energy; key; mode; loudness; speechiness; acousticness; instrumentalness; liveness; valence; tempo; time_signature
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix; Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix); 2013-02-01; spotify:album:1fXwOvaqIdkhp5F3fiFbCv; Lana Del Rey; spotify:artist:00FQb4jTyendYWaN8pK0wa; 214912; 74; 1; spotify:track:6PUIzlqotEmPuBfjbwYWOB; 0.572; 0.81; 1; 0; -5.791; 0.0558; 0.0157; 6.53e-06; 0.13; 0.11; 126.052; 4
Sun Goes Down (feat. MAGIC! & Sonny Wilson); Listen (Deluxe); 2014-11-24; spotify:album:3UEEPh5wsdhP7SKC31yvhu; David Guetta; spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai; 211866; 43; 11; spotify:track:5CsyYayDiF6vU9qd6Gzfow; 0.652; 0.922; 0; 1; -3.267; 0.068; 0.01; 0.0189; 0.366; 0.695; 127.997; 4
Dare You - Radio Edit; Dare You (Radio Edit); 2013-12-10; spotify:album:1ZIilU1zLMU3fvhwEKvaAB; Hardwell; spotify:artist:6BrvowZBreEkXzJQMpL174; 218440; 0; 1; spotify:track:7LGrlydlwonTN6iz8x5ASe; 0.456; 0.89; 9; 1; -4.304; 0.0463; 0.0169; 0; 0.0901; 0.165; 127.894; 4
Finale (feat. Nicholas Petricca); Adventure (Deluxe); 2015-03-27; spotify:album:3uKLwDjku2Us0c81LEmftR; Madeon; spotify:artist:4pb4rqWSoGUgxm63xmJ8xc; 204853; 51; 14; spotify:track:4ATmY1hv93ehw77LrIdbEh; 0.417; 0.859; 7; 0; -3.169; 0.0484; 0.00612; 2.41e-06; 0.175; 0.179; 92.078; 4
You're On (feat. Kyan); Adventure (Deluxe); 2015-03-27; spotify:album:3uKLwDjku2Us0c81LEmftR; Madeon; spotify:artist:4pb4rqWSoGUgxm63xmJ8xc; 192720; 55; 2; spotify:track:4PTPZeJlK1rYlYr6bf11hk; 0.49; 0.914; 10; 1; -3.202; 0.167; 0.0227; 0; 0.793; 0.241; 100.1; 4
BACKBONE; BACKBONE; 2018-01-26; spotify:album:40TsxYe7NZSUm0xOtB5aNY; DROELOE; spotify:artist:0u18Cq5stIQLUoIaULzDmA; 194000; 56; 1; spotify:track:6VRRu9NewkmX12BMCvCJQ1; 0.653; 0.689; 11; 0; -8.338; 0.0881; 0.0255; 0.0387; 0.0937; 0.253; 150.954; 4
No Sleep (feat. Bonn); No Sleep (feat. Bonn); 2019-02-21; spotify:album:7KJTuTXYSnBGNgAxte3CSg; Martin Garrix; spotify:artist:60d24wfXkVzDSfLS6hyCjZ; 207094; 72; 1; spotify:track:1ahVFh0ViDZr8LvkEVlq3B; 0.44; 0.635; 11; 1; -6.385; 0.0326; 0.129; 0; 0.121; 0.327; 128.133; 4
Intro; Flume: Deluxe Edition (Spotify Exclusive); 2013-11-08; spotify:album:7nl8U9s1bNfZpwYFn2wi5M; Flume; spotify:artist:6nxWCVXbOlEVRexSbLsTer; 234146; 0; 16; spotify:track:5bkJZdFCsJAQ9Jcbn0rcWU; 0.518; 0.749; 7; 0; -7.134; 0.115; 0.43; 0; 0.23; 0.175; 82.221; 4
I Feel It Coming; Starboy; 2016-11-25; spotify:album:09fggMHib4YkOtwQNXEBII; The Weeknd; spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ; 269186; 3; 18; spotify:track:4RepvCWqsP6zBuzvwYibAS; 0.769; 0.813; 0; 0; -5.9; 0.143; 0.429; 0; 0.0952; 0.567; 92.985; 4
Another Life; Another Life; 2017-04-28; spotify:album:0U4q7p1va4s5LC3zRO4Mw1; Afrojack; spotify:artist:4D75GcNG95ebPtNvoNVXhz; 208689; 56; 1; spotify:track:0AOEd0Zw22aTE8LzsS4EMg; 0.416; 0.771; 7; 0; -3.183; 0.054; 0.178; 1.57e-06; 0.501; 0.493; 144.873; 4
Fourth Of July; American Beauty/American Psycho; 2015-01-20; spotify:album:022DrG7Wp2PSCwzuD0bSzT; Fall Out Boy; spotify:artist:4UXqAaa6dQYAk18Lv7PEgX; 224360; 60; 8; spotify:track:1vrjcPplEuenckUzGGp2UR; 0.481; 0.974; 4; 0; -3.388; 0.136; 0.139; 0.00998; 0.406; 0.516; 79.964; 4
Back When We Were Kids; Back When We Were Kids; 2018-11-02; spotify:album:4BANx5zimxqCVlyvYcn3HX; Timeflies; spotify:artist:6dC0rIJNLSFZwqckLgXJ8p; 181465; 49; 1; spotify:track:2TrFMLLBmLcI5RFdaDEFrJ; 0.636; 0.647; 4; 1; -4.477; 0.0592; 0.0318; 0; 0.23; 0.464; 107.016; 4
Like Water (feat. MNDR); Skin; 2016-05-27; spotify:album:4NZWRpoMuXaHU7csTjWdB5; Flume; spotify:artist:6nxWCVXbOlEVRexSbLsTer; 193633; 40; 14; spotify:track:2ePoEiXsyEGoQleZsTFIIo; 0.343; 0.422; 4; 0; -6.388; 0.035; 0.149; 0; 0.538; 0.0553; 135.71; 4
Dear Sense (with MAX); Kids At Play- EP; 2018-10-26; spotify:album:21R2CiMVZH2MY514Sq2DIG; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 176904; 49; 6; spotify:track:4hPydN7h04khwALwatl1zF; 0.829; 0.613; 1; 1; -4.166; 0.113; 0.178; 5.91e-06; 0.116; 0.69; 130.011; 4
The City (with Quinn XCII); Kids At Play- EP; 2018-10-26; spotify:album:21R2CiMVZH2MY514Sq2DIG; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 186046; 60; 7; spotify:track:5X3VpTYsESWoh80dMa60jd; 0.531; 0.675; 0; 1; -3.281; 0.33; 0.121; 0; 0.327; 0.799; 177.953; 4
Better Not (with Wafia); Kids At Play- EP; 2018-10-26; spotify:album:21R2CiMVZH2MY514Sq2DIG; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 222865; 72; 3; spotify:track:7n1940b6kHcaEewFSZXnXa; 0.783; 0.537; 9; 1; -2.921; 0.0795; 0.278; 0; 0.229; 0.393; 113.988; 4
Go; Love Is Alive EP; 2017-03-24; spotify:album:1iNjgHkrolKWSoR2uGxOBh; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 134637; 0; 1; spotify:track:37o2wypJyP6rTfTI9rlaVY; 0.625; 0.442; 5; 1; -9.069; 0.225; 0.835; 0.0098; 0.144; 0.77; 174.954; 4
Fire; Love Is Alive EP; 2017-03-24; spotify:album:1iNjgHkrolKWSoR2uGxOBh; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 205617; 0; 2; spotify:track:3gEd9lG47fxPbqE3pEVZEF; 0.386; 0.714; 6; 0; -5.597; 0.381; 0.263; 0; 0.233; 0.289; 89.807; 4
Love Is Alive; Love Is Alive EP; 2017-03-24; spotify:album:1iNjgHkrolKWSoR2uGxOBh; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 170610; 0; 6; spotify:track:0VpD9PFYIPQAW4bKiGXv8Q; 0.676; 0.5; 8; 1; -6.878; 0.0412; 0.701; 0; 0.596; 0.915; 97.863; 4
Weekend; Weekend; 2016-07-01; spotify:album:04aSmz3QKJZDy9llsMz7YU; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 175058; 61; 1; spotify:track:1VCHNbal0VtE2plMRzvoho; 0.684; 0.774; 7; 1; -5.951; 0.188; 0.26; 0; 0.108; 0.448; 84.991; 4
It's Strange (feat. K.Flay); It's Strange (feat. K.Flay); 2015-10-22; spotify:album:14qZ1kKG6UoQnBupQTtYRq; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 245581; 49; 1; spotify:track:2Th9BGKvfZG8bKQSACitwG; 0.837; 0.492; 0; 1; -7.792; 0.354; 0.371; 0.0401; 0.102; 0.417; 85.951; 4
Superlove (feat. Oh Wonder); Life of a Wallflower, Vol. 1; 2018-11-09; spotify:album:4oN0HoJVDsVKwJmquYy7d2; Whethan; spotify:artist:0vqJkZ0RpLZixt3lTmD8vP; 184814; 65; 6; spotify:track:0lchLc0vSyRRqKSPIkFtJI; 0.578; 0.491; 11; 0; -8.544; 0.21; 0.203; 0.000378; 0.182; 0.64; 98.273; 4
Savage (feat. Flux Pavilion & MAX); Savage (feat. Flux Pavilion & MAX); 2016-12-06; spotify:album:1MWHKCowe1fS0A3LfRpEdK; Whethan; spotify:artist:0vqJkZ0RpLZixt3lTmD8vP; 205333; 62; 1; spotify:track:0kD586ste6xyDRqUYhVlCh; 0.679; 0.662; 7; 1; -5.861; 0.0773; 0.151; 0; 0.376; 0.365; 90.054; 4
Good Nights (feat. Mascolo); Life of a Wallflower, Vol. 1; 2018-11-09; spotify:album:4oN0HoJVDsVKwJmquYy7d2; Whethan; spotify:artist:0vqJkZ0RpLZixt3lTmD8vP; 165618; 67; 4; spotify:track:08Kj0lvbsqAxzeUOBYZRL6; 0.849; 0.483; 6; 0; -7.114; 0.291; 0.443; 0.000141; 0.0786; 0.282; 101.015; 4
Only Be Me; Only Be Me; 2019-02-01; spotify:album:1VLqJFCcuTNvRlP1JcPhQQ; DROELOE; spotify:artist:0u18Cq5stIQLUoIaULzDmA; 208285; 30; 1; spotify:track:3xY7S39qKvxMx6q87FUxDL; 0.7; 0.581; 1; 0; -8.493; 0.0779; 0.118; 0.00196; 0.135; 0.165; 140.019; 4
Overload - The Chainsmokers Remix; Prologue (Remixes); 2015-08-21; spotify:album:3AONfQH61kyxAIXVyIwFOI; Life of Dillon; spotify:artist:6e4aHkdDUcsaXPTQdF6Qhn; 197016; 49; 2; spotify:track:18KDpXD6e2UGRA5ORND1CU; 0.72; 0.587; 8; 1; -6.458; 0.0318; 0.00406; 0.000178; 0.109; 0.313; 130.018; 4
Headlights (feat. Ilsey); Sugar; 2015-09-25; spotify:album:5XyJzEROSmup2TcWmVjTIt; Robin Schulz; spotify:artist:3t5xRXzsuZmMDkQzgOX35S; 209208; 61; 1; spotify:track:0tDC3KJPPu5eonGTtCURpq; 0.597; 0.685; 11; 1; -6.371; 0.0367; 0.0245; 0.000335; 0.182; 0.369; 122.002; 4
The Future - Kill Paris Remix; The Future (Remixes); 2017-10-13; spotify:album:6T7CvF8AbGfMX9IpkvsHRA; San Holo; spotify:artist:0jNDKefhfSbLR9sFvcPLHo; 179657; 25; 14; spotify:track:4gPdRNHy9pdF3wme0RYL0A; 0.771; 0.509; 2; 0; -8.15; 0.132; 0.0391; 2.17e-05; 0.186; 0.563; 87.494; 4
Don't Speak; Don't Speak; 2019-01-04; spotify:album:5EtAJ0fuZt5IPd3dOIPDaD; PANG!; spotify:artist:6TlN75Ns66CyxBuZ7i3TK3; 204800; 53; 1; spotify:track:14JpNHRsVrYoxHU7kecJq9; 0.639; 0.523; 11; 0; -7.943; 0.102; 0.601; 0; 0.128; 0.363; 111.902; 4
Safe And Sound; In A Tidal Wave Of Mystery (Deluxe Edition); 2013; spotify:album:3WrufJir7I61NkvkDwxero; Capital Cities; spotify:artist:4gwpcMTbLWtBUlOijbVpuu; 192789; 78; 1; spotify:track:6Z8R6UsFuGXGtiIxiD8ISb; 0.655; 0.819; 0; 1; -4.852; 0.0316; 0.000176; 0.00374; 0.104; 0.766; 117.956; 5
Don't Let Me Down (feat. Daya); Don't Let Me Down (feat. Daya); 2016-02-05; spotify:album:2SByipSK8eZ2pasaIwwzhf; The Chainsmokers; spotify:artist:69GGBxA162lTqCwzJG5jLp; 208373; 79; 1; spotify:track:1i1fxkWeaMmKEB4T7zqbzK; 0.532; 0.869; 11; 1; -5.094; 0.172; 0.157; 0.00508; 0.136; 0.422; 159.803; 4
Castle on the Hill; ÷ (Deluxe); 2017-03-03; spotify:album:3T4tUhGYeRNVUGevb0wThu; Ed Sheeran; spotify:artist:6eUKZXaKkcviH0Ku9w2n3V; 261153; 78; 2; spotify:track:6PCUP3dWmTjcTtXY02oFdT; 0.461; 0.834; 2; 1; -4.868; 0.0989; 0.0232; 1.14e-05; 0.14; 0.471; 135.007; 4
Red Lights (feat. Dotter); Red Lights (feat. Dotter); 2017-09-20; spotify:album:2pTHYgViu22ngunJXknbXu; Kill Paris; spotify:artist:6BNaPZdAIZAJnbgJRiZz2w; 209454; 0; 1; spotify:track:5zeHaAHMshji4eWfAo5pNZ; 0.707; 0.742; 6; 0; -5.736; 0.155; 0.0304; 0.000624; 0.167; 0.199; 109.979; 4
All Stars; All Stars; 2017-06-16; spotify:album:0QmyqQAPTLxNCs6qya9CSa; Martin Solveig; spotify:artist:1bj5GrcLom5gZFF5t949Xl; 170322; 65; 1; spotify:track:26haJjtanhamtf25RXH0MO; 0.775; 0.723; 10; 0; -3.479; 0.0486; 0.17; 0.000672; 0.0579; 0.604; 124.05; 4
Swiss; Magic Hour; 2018-06-15; spotify:album:7zNjkbUw9W437ZcH5k6oSZ; NGHTMRE; spotify:artist:76M2Ekj8bG8W7X2nbx2CpF; 220800; 50; 1; spotify:track:7p7BGeakamC7IzCUENw2fr; 0.657; 0.745; 8; 0; -5.557; 0.285; 0.0788; 0; 0.118; 0.185; 150.064; 4
Intoxicated - Radio Edit; Intoxicated (Radio Edit); 2015-10-02; spotify:album:0vI4F2iMd1CM9Jw9WQuJyN; Martin Solveig; spotify:artist:1bj5GrcLom5gZFF5t949Xl; 159560; 58; 1; spotify:track:0dbQ4h3cs8QE5fOPMYdDrX; 0.792; 0.688; 0; 1; -4.008; 0.0386; 0.00435; 0.00477; 0.0972; 0.502; 124.987; 4
The Walker - Cobra Starship Remix; The Walker Remix EP; 2014-05-27; spotify:album:1ORNybh2vtyuyM79LboU7V; Fitz and The Tantrums; spotify:artist:4AcHt3JxKy59IX7JNNlZn4; 266020; 18; 1; spotify:track:5lrYU67H7tCl8qUFYlNDuG; 0.684; 0.81; 2; 0; -3.74; 0.0941; 0.00541; 1.64e-05; 0.0938; 0.431; 129.99; 4
The Nights; The Days / Nights; 2014-01-01; spotify:album:0h2knr6qpiAq0tV5ri5JMF; Avicii; spotify:artist:1vCWHaC5f2uS3yhpwWbIA6; 176658; 80; 2; spotify:track:0ct6r3EGTcMLPtrXHDvVjc; 0.527; 0.835; 6; 1; -5.298; 0.0433; 0.0166; 0; 0.249; 0.654; 125.983; 4
Pass the Love Around; Get Wet; 2013-09-20; spotify:album:1Y7A8ZaZ9QyeeOa3uWQJqc; Krewella; spotify:artist:0Cd6nHYwecCNM1sVEXKlYr; 198280; 34; 8; spotify:track:6kxhqz7ZvKax2C46KaQ5v2; 0.498; 0.891; 5; 1; -3.474; 0.0967; 0.278; 7.37e-06; 0.253; 0.25; 154.945; 4
I Don't Wanna; Hard to Forget - EP; 2016-10-21; spotify:album:2BON9YOH0dbvZpr4wv3w2R; Jane XØ; spotify:artist:5keDbKEPwrbe36cPzRpzsK; 213667; 35; 4; spotify:track:7Ibg5lbwJ43cPbtDOgaUh6; 0.594; 0.651; 8; 1; -5.253; 0.0361; 0.367; 1.36e-05; 0.0949; 0.593; 181.905; 4
Classic and Perfect; Carnival; 2019-07-26; spotify:album:2ellIuTAeZqsBDVqGpNe9R; Bryce Vine; spotify:artist:1ShZZUjkbXCjhwrb18BA8I; 191466; 43; 1; spotify:track:4h64gyZOvryQKM5IqXX6Co; 0.801; 0.72; 2; 0; -6.533; 0.185; 0.387; 0; 0.157; 0.689; 90.004; 4
No Lie; No Lie; 2016-11-18; spotify:album:27GgLK0HKntNztodo6Naom; Sean Paul; spotify:artist:3Isy6kedDrgPYoTS1dazA9; 221176; 58; 1; spotify:track:1Vb4HQnN2kZ5Y2KgYF5TDV; 0.742; 0.882; 7; 1; -2.862; 0.117; 0.0466; 0; 0.206; 0.463; 102.04; 4
I Wanna Know; I Wanna Know; 2016-04-01; spotify:album:717X9LkHS8UXp8nb79Jnh6; Alesso; spotify:artist:4AVFqumd2ogHFlRbKIjp1t; 240413; 63; 1; spotify:track:2kYqdSlrtovVMMIn6ykzba; 0.655; 0.818; 2; 1; -3.626; 0.033; 0.0842; 0; 0.106; 0.474; 115.971; 4
Sugar Drunk High; Electric Light; 2018-05-18; spotify:album:08cprzGPjtLDvKMwtQh93R; James Bay; spotify:artist:4EzkuveR9pLvDVFNx6foYD; 219960; 42; 11; spotify:track:6MlvaeqRJDCaU26QTFfAS7; 0.637; 0.803; 9; 1; -3.332; 0.115; 0.00593; 0; 0.164; 0.45; 120.816; 4
Heathens; Heathens; 2016-06-16; spotify:album:3J8W9AOjQhnBLCX33m3atT; Twenty One Pilots; spotify:artist:3YQKmKGau1PzlVlkL1iodx; 195920; 81; 1; spotify:track:6i0V12jOa3mr6uu4WYhUBr; 0.732; 0.396; 4; 0; -9.348; 0.0286; 0.0841; 3.58e-05; 0.105; 0.548; 90.024; 4
Post Malone (feat. RANI); Magnets EP; 2019-05-24; spotify:album:41S9bfzXTSGK4HU2mp5qXH; Sam Feldt; spotify:artist:20gsENnposVs2I4rQ5kvrf; 174444; 80; 5; spotify:track:0qc4QlcCxVTGyShurEv1UU; 0.59; 0.642; 7; 1; -3.87; 0.122; 0.0771; 0; 0.105; 0.651; 107.356; 4
Something About You; Something About You; 2015-04-22; spotify:album:5gOU7SYwgPAmw6tDUdsT9Q; Hayden James; spotify:artist:4csQIMQm6vI2A2SCVDuM2z; 225181; 61; 1; spotify:track:5n9DJWUiwuKuPE9sCVbQ0n; 0.861; 0.602; 2; 0; -7.314; 0.0617; 0.369; 0.0644; 0.0751; 0.684; 114.978; 4
Elephant; Lonerism; 2012-01-01; spotify:album:3C2MFZ2iHotUQOSBzdSvM7; Tame Impala; spotify:artist:5INjqkS1o8h1imAzPqGZBb; 211226; 69; 9; spotify:track:6qZjm61s6u8Ead9sWxCDro; 0.598; 0.553; 9; 0; -6.742; 0.0397; 0.562; 0.157; 0.257; 0.533; 123.075; 4
The Little Things (feat. Angela McCluskey) - Kasbo Remix; Brighter Future (Deluxe Version); 2017-08-30; spotify:album:6punqpyqDTjScawBMFRwuY; Big Gigantic; spotify:artist:7o7mC95EDbJKTcPAAs8C3r; 183893; 60; 15; spotify:track:4KRkanYEoxAEBY5HDtYGU6; 0.49; 0.58; 10; 1; -5.677; 0.0427; 0.215; 2.25e-06; 0.0954; 0.207; 85.133; 4
Say It (feat. Tove Lo); Skin; 2016-05-27; spotify:album:4NZWRpoMuXaHU7csTjWdB5; Flume; spotify:artist:6nxWCVXbOlEVRexSbLsTer; 262521; 63; 5; spotify:track:5aOpzm8W8zysk4asB9hxJw; 0.598; 0.532; 3; 0; -6.833; 0.0295; 0.0668; 3.22e-06; 0.0617; 0.261; 74.963; 4
You Be Love (feat. Billy Raffoul); AVĪCI (01); 2017-08-10; spotify:album:1m3mf7xkXIwssVriaaTjOS; Avicii; spotify:artist:1vCWHaC5f2uS3yhpwWbIA6; 207545; 57; 3; spotify:track:630svau24EHHzw1kNk0Bdq; 0.826; 0.466; 4; 0; -7.521; 0.0425; 0.0351; 0.0092; 0.0833; 0.548; 124.95; 4
Long Way Home - Noah Neiman vs. Culture Code Remix; Long Way Home (Remixes); 2017-05-19; spotify:album:6TPp16jb3u6U5rMZddoYXZ; Noah Neiman; spotify:artist:2ojEZEmcQVC3vLNpcoo9rJ; 213939; 29; 1; spotify:track:3ZOtfEDoTaNG2HPr9Q6jsw; 0.329; 0.84; 8; 0; -3.662; 0.0794; 0.00905; 0.000665; 0.163; 0.234; 138.356; 4
Neverland; Neverland; 2016-09-23; spotify:album:0R7KoIFpzJ2dAwOQJCpZ2l; Mazde; spotify:artist:60ELFqAhwT7jwRKJV6Rgfx; 193249; 49; 1; spotify:track:27yEubTlfDi8cEm4u4dYAr; 0.589; 0.789; 2; 0; -4.984; 0.174; 0.207; 0; 0.142; 0.356; 93.943; 4
Catching On (feat. Nevve); I Am The Elephante; 2016-09-14; spotify:album:3VNIaZWTV7gsdX721ul0Zb; Elephante; spotify:artist:3fjs4zbBFxEFFe8Wyojo0G; 227083; 0; 3; spotify:track:5be60DE1dTfKoeyxQj0tR0; 0.626; 0.762; 0; 0; -3.627; 0.0458; 0.23; 0; 0.147; 0.637; 99.968; 4
Hold On (feat. Cheat Codes) - Radio Edit; Hold On (feat. Cheat Codes) [Radio Edit]; 2015-09-11; spotify:album:0Ikh1R5ALPX8waKZnJv6VI; Moguai; spotify:artist:4xgFgBZ7CRtgtHcziClOwQ; 178560; 66; 1; spotify:track:0XnHIhm9ppEHHDSRESdEcV; 0.611; 0.785; 5; 1; -5.721; 0.0707; 0.194; 0; 0.0956; 0.545; 125.03; 4
Something Just Like This - Don Diablo Remix; Something Just Like This (Remix Pack); 2017-04-28; spotify:album:4uRfYhBBaSX8N3amojmMBE; The Chainsmokers; spotify:artist:69GGBxA162lTqCwzJG5jLp; 230853; 54; 4; spotify:track:15MTd64KUMG7CF6mOyovsQ; 0.72; 0.746; 11; 0; -5.567; 0.0985; 0.125; 0.000476; 0.0929; 0.511; 124.045; 4
